,symbol,historical
589,AAPL,"{'date': '2018-03-01', 'open': 178.54, 'high': 179.78, 'low': 172.66, 'close': 175.0, 'adjClose': 169.69, 'volume': 48802000.0, 'unadjustedVolume': 48802000.0, 'change': -3.54, 'changePercent': -1.983, 'vwap': 175.81333, 'label': 'March 01, 18', 'changeOverTime': -0.01983}"
590,AAPL,"{'date': '2018-02-28', 'open': 179.26, 'high': 180.62, 'low': 178.05, 'close': 178.12, 'adjClose': 172.71, 'volume': 37782100.0, 'unadjustedVolume': 37782100.0, 'change': -1.14, 'changePercent': -0.636, 'vwap': 178.93, 'label': 'February 28, 18', 'changeOverTime': -0.00636}"
591,AAPL,"{'date': '2018-02-27', 'open': 179.1, 'high': 180.48, 'low': 178.16, 'close': 178.39, 'adjClose': 172.98, 'volume': 38928100.0, 'unadjustedVolume': 38928100.0, 'change': -0.71, 'changePercent': -0.396, 'vwap': 179.01, 'label': 'February 27, 18', 'changeOverTime': -0.00396}"
592,AAPL,"{'date': '2018-02-26', 'open': 176.35, 'high': 179.39, 'low': 176.21, 'close': 178.97, 'adjClose': 173.54, 'volume': 38162200.0, 'unadjustedVolume': 38162200.0, 'change': 2.62, 'changePercent': 1.486, 'vwap': 178.19, 'label': 'February 26, 18', 'changeOverTime': 0.01486}"
593,AAPL,"{'date': '2018-02-23', 'open': 173.67, 'high': 175.65, 'low': 173.54, 'close': 175.5, 'adjClose': 170.17, 'volume': 33812400.0, 'unadjustedVolume': 33812400.0, 'change': 1.83, 'changePercent': 1.054, 'vwap': 174.89667, 'label': 'February 23, 18', 'changeOverTime': 0.01054}"
594,AAPL,"{'date': '2018-02-22', 'open': 171.8, 'high': 173.95, 'low': 171.71, 'close': 172.5, 'adjClose': 167.26, 'volume': 30991900.0, 'unadjustedVolume': 30991900.0, 'change': 0.7, 'changePercent': 0.407, 'vwap': 172.72, 'label': 'February 22, 18', 'changeOverTime': 0.00407}"
595,AAPL,"{'date': '2018-02-21', 'open': 172.83, 'high': 174.12, 'low': 171.01, 'close': 171.07, 'adjClose': 165.88, 'volume': 37471600.0, 'unadjustedVolume': 37471600.0, 'change': -1.76, 'changePercent': -1.018, 'vwap': 172.06667, 'label': 'February 21, 18', 'changeOverTime': -0.01018}"
596,AAPL,"{'date': '2018-02-20', 'open': 172.05, 'high': 174.26, 'low': 171.42, 'close': 171.85, 'adjClose': 166.63, 'volume': 33930500.0, 'unadjustedVolume': 33930500.0, 'change': -0.2, 'changePercent': -0.116, 'vwap': 172.51, 'label': 'February 20, 18', 'changeOverTime': -0.00116}"
597,AAPL,"{'date': '2018-02-16', 'open': 172.36, 'high': 174.82, 'low': 171.77, 'close': 172.43, 'adjClose': 167.2, 'volume': 40176100.0, 'unadjustedVolume': 40176100.0, 'change': 0.07, 'changePercent': 0.041, 'vwap': 173.00667, 'label': 'February 16, 18', 'changeOverTime': 0.00041}"
598,AAPL,"{'date': '2018-02-15', 'open': 169.79, 'high': 173.09, 'low': 169.0, 'close': 172.99, 'adjClose': 167.74, 'volume': 51147200.0, 'unadjustedVolume': 51147200.0, 'change': 3.2, 'changePercent': 1.885, 'vwap': 171.69333, 'label': 'February 15, 18', 'changeOverTime': 0.01885}"
599,AAPL,"{'date': '2018-02-14', 'open': 163.04, 'high': 167.54, 'low': 162.88, 'close': 167.37, 'adjClose': 162.29, 'volume': 40644900.0, 'unadjustedVolume': 40644900.0, 'change': 4.33, 'changePercent': 2.656, 'vwap': 165.93, 'label': 'February 14, 18', 'changeOverTime': 0.02656}"
600,AAPL,"{'date': '2018-02-13', 'open': 161.95, 'high': 164.75, 'low': 161.65, 'close': 164.34, 'adjClose': 159.35, 'volume': 32549200.0, 'unadjustedVolume': 32549200.0, 'change': 2.39, 'changePercent': 1.476, 'vwap': 163.58, 'label': 'February 13, 18', 'changeOverTime': 0.01476}"
601,AAPL,"{'date': '2018-02-12', 'open': 158.5, 'high': 163.89, 'low': 157.51, 'close': 162.71, 'adjClose': 157.77, 'volume': 60819500.0, 'unadjustedVolume': 60819500.0, 'change': 4.21, 'changePercent': 2.656, 'vwap': 161.37, 'label': 'February 12, 18', 'changeOverTime': 0.02656}"
602,AAPL,"{'date': '2018-02-09', 'open': 157.07, 'high': 157.89, 'low': 150.24, 'close': 156.41, 'adjClose': 151.66, 'volume': 70672600.0, 'unadjustedVolume': 70672600.0, 'change': -0.66, 'changePercent': -0.42, 'vwap': 154.84667, 'label': 'February 09, 18', 'changeOverTime': -0.0042}"
603,AAPL,"{'date': '2018-02-08', 'open': 160.29, 'high': 161.0, 'low': 155.03, 'close': 155.15, 'adjClose': 149.83, 'volume': 54390500.0, 'unadjustedVolume': 54390500.0, 'change': -5.14, 'changePercent': -3.207, 'vwap': 157.06, 'label': 'February 08, 18', 'changeOverTime': -0.03207}"
604,AAPL,"{'date': '2018-02-07', 'open': 163.09, 'high': 163.4, 'low': 159.07, 'close': 159.54, 'adjClose': 154.07, 'volume': 51608600.0, 'unadjustedVolume': 51608600.0, 'change': -3.55, 'changePercent': -2.177, 'vwap': 160.67, 'label': 'February 07, 18', 'changeOverTime': -0.02177}"
605,AAPL,"{'date': '2018-02-06', 'open': 154.83, 'high': 163.72, 'low': 154.0, 'close': 163.03, 'adjClose': 157.44, 'volume': 68243800.0, 'unadjustedVolume': 68243800.0, 'change': 8.2, 'changePercent': 5.296, 'vwap': 160.25, 'label': 'February 06, 18', 'changeOverTime': 0.05296}"
606,AAPL,"{'date': '2018-02-05', 'open': 159.1, 'high': 163.88, 'low': 156.0, 'close': 156.49, 'adjClose': 151.12, 'volume': 72738500.0, 'unadjustedVolume': 72738500.0, 'change': -2.61, 'changePercent': -1.64, 'vwap': 158.79, 'label': 'February 05, 18', 'changeOverTime': -0.0164}"
607,AAPL,"{'date': '2018-02-02', 'open': 166.0, 'high': 166.8, 'low': 160.1, 'close': 160.5, 'adjClose': 155.0, 'volume': 86593800.0, 'unadjustedVolume': 86593800.0, 'change': -5.5, 'changePercent': -3.313, 'vwap': 162.46667, 'label': 'February 02, 18', 'changeOverTime': -0.03313}"
608,AAPL,"{'date': '2018-02-01', 'open': 167.17, 'high': 168.62, 'low': 166.76, 'close': 167.78, 'adjClose': 162.03, 'volume': 47230800.0, 'unadjustedVolume': 47230800.0, 'change': 0.61, 'changePercent': 0.365, 'vwap': 167.72, 'label': 'February 01, 18', 'changeOverTime': 0.00365}"
609,AAPL,"{'date': '2018-01-31', 'open': 166.87, 'high': 168.44, 'low': 166.5, 'close': 167.43, 'adjClose': 161.69, 'volume': 32478900.0, 'unadjustedVolume': 32478900.0, 'change': 0.56, 'changePercent': 0.336, 'vwap': 167.45667, 'label': 'January 31, 18', 'changeOverTime': 0.00336}"
610,AAPL,"{'date': '2018-01-30', 'open': 165.53, 'high': 167.37, 'low': 164.7, 'close': 166.97, 'adjClose': 161.25, 'volume': 46048200.0, 'unadjustedVolume': 46048200.0, 'change': 1.44, 'changePercent': 0.87, 'vwap': 166.34667, 'label': 'January 30, 18', 'changeOverTime': 0.0087}"
611,AAPL,"{'date': '2018-01-29', 'open': 170.16, 'high': 170.16, 'low': 167.07, 'close': 167.96, 'adjClose': 162.2, 'volume': 50640400.0, 'unadjustedVolume': 50640400.0, 'change': -2.2, 'changePercent': -1.293, 'vwap': 168.39667, 'label': 'January 29, 18', 'changeOverTime': -0.01293}"
612,AAPL,"{'date': '2018-01-26', 'open': 172.0, 'high': 172.0, 'low': 170.06, 'close': 171.51, 'adjClose': 165.63, 'volume': 39143000.0, 'unadjustedVolume': 39143000.0, 'change': -0.49, 'changePercent': -0.285, 'vwap': 171.19, 'label': 'January 26, 18', 'changeOverTime': -0.00285}"
613,AAPL,"{'date': '2018-01-25', 'open': 174.51, 'high': 174.95, 'low': 170.53, 'close': 171.11, 'adjClose': 165.24, 'volume': 41529000.0, 'unadjustedVolume': 41529000.0, 'change': -3.4, 'changePercent': -1.948, 'vwap': 172.19667, 'label': 'January 25, 18', 'changeOverTime': -0.01948}"
614,AAPL,"{'date': '2018-01-24', 'open': 177.25, 'high': 177.3, 'low': 173.2, 'close': 174.22, 'adjClose': 168.25, 'volume': 51105100.0, 'unadjustedVolume': 51105100.0, 'change': -3.03, 'changePercent': -1.709, 'vwap': 174.90667, 'label': 'January 24, 18', 'changeOverTime': -0.01709}"
615,AAPL,"{'date': '2018-01-23', 'open': 177.3, 'high': 179.44, 'low': 176.82, 'close': 177.04, 'adjClose': 170.97, 'volume': 32689100.0, 'unadjustedVolume': 32689100.0, 'change': -0.26, 'changePercent': -0.147, 'vwap': 177.76667, 'label': 'January 23, 18', 'changeOverTime': -0.00147}"
616,AAPL,"{'date': '2018-01-22', 'open': 177.3, 'high': 177.78, 'low': 176.6, 'close': 177.0, 'adjClose': 170.93, 'volume': 27108600.0, 'unadjustedVolume': 27108600.0, 'change': -0.3, 'changePercent': -0.169, 'vwap': 177.12667, 'label': 'January 22, 18', 'changeOverTime': -0.00169}"
617,AAPL,"{'date': '2018-01-19', 'open': 178.61, 'high': 179.58, 'low': 177.41, 'close': 178.46, 'adjClose': 172.34, 'volume': 32425100.0, 'unadjustedVolume': 32425100.0, 'change': -0.15, 'changePercent': -0.084, 'vwap': 178.48333, 'label': 'January 19, 18', 'changeOverTime': -0.00084}"
618,AAPL,"{'date': '2018-01-18', 'open': 179.37, 'high': 180.1, 'low': 178.25, 'close': 179.26, 'adjClose': 173.11, 'volume': 31193400.0, 'unadjustedVolume': 31193400.0, 'change': -0.11, 'changePercent': -0.061, 'vwap': 179.20333, 'label': 'January 18, 18', 'changeOverTime': -0.00061}"
619,AAPL,"{'date': '2018-01-17', 'open': 176.15, 'high': 179.25, 'low': 175.07, 'close': 179.1, 'adjClose': 172.96, 'volume': 34386800.0, 'unadjustedVolume': 34386800.0, 'change': 2.95, 'changePercent': 1.675, 'vwap': 177.80667, 'label': 'January 17, 18', 'changeOverTime': 0.01675}"
620,AAPL,"{'date': '2018-01-16', 'open': 177.9, 'high': 179.39, 'low': 176.14, 'close': 176.19, 'adjClose': 170.15, 'volume': 29565900.0, 'unadjustedVolume': 29565900.0, 'change': -1.71, 'changePercent': -0.961, 'vwap': 177.24, 'label': 'January 16, 18', 'changeOverTime': -0.00961}"
621,AAPL,"{'date': '2018-01-12', 'open': 176.18, 'high': 177.36, 'low': 175.65, 'close': 177.09, 'adjClose': 171.02, 'volume': 25418100.0, 'unadjustedVolume': 25418100.0, 'change': 0.91, 'changePercent': 0.517, 'vwap': 176.7, 'label': 'January 12, 18', 'changeOverTime': 0.00517}"
622,AAPL,"{'date': '2018-01-11', 'open': 174.59, 'high': 175.49, 'low': 174.49, 'close': 175.28, 'adjClose': 169.27, 'volume': 18667700.0, 'unadjustedVolume': 18667700.0, 'change': 0.69, 'changePercent': 0.395, 'vwap': 175.08667, 'label': 'January 11, 18', 'changeOverTime': 0.00395}"
623,AAPL,"{'date': '2018-01-10', 'open': 173.16, 'high': 174.3, 'low': 173.0, 'close': 174.29, 'adjClose': 168.31, 'volume': 23959900.0, 'unadjustedVolume': 23959900.0, 'change': 1.13, 'changePercent': 0.653, 'vwap': 173.86333, 'label': 'January 10, 18', 'changeOverTime': 0.00653}"
624,AAPL,"{'date': '2018-01-09', 'open': 174.55, 'high': 175.06, 'low': 173.41, 'close': 174.33, 'adjClose': 168.35, 'volume': 21584000.0, 'unadjustedVolume': 21584000.0, 'change': -0.22, 'changePercent': -0.126, 'vwap': 174.26667, 'label': 'January 09, 18', 'changeOverTime': -0.00126}"
625,AAPL,"{'date': '2018-01-08', 'open': 174.35, 'high': 175.61, 'low': 173.93, 'close': 174.35, 'adjClose': 168.37, 'volume': 20567800.0, 'unadjustedVolume': 20567800.0, 'change': 0.0, 'changePercent': 0.0, 'vwap': 174.63, 'label': 'January 08, 18', 'changeOverTime': 0.0}"
626,AAPL,"{'date': '2018-01-05', 'open': 173.44, 'high': 175.37, 'low': 173.05, 'close': 175.0, 'adjClose': 169.0, 'volume': 23660000.0, 'unadjustedVolume': 23660000.0, 'change': 1.56, 'changePercent': 0.899, 'vwap': 174.47333, 'label': 'January 05, 18', 'changeOverTime': 0.00899}"
627,AAPL,"{'date': '2018-01-04', 'open': 172.54, 'high': 173.47, 'low': 172.08, 'close': 173.03, 'adjClose': 167.1, 'volume': 22434600.0, 'unadjustedVolume': 22434600.0, 'change': 0.49, 'changePercent': 0.284, 'vwap': 172.86, 'label': 'January 04, 18', 'changeOverTime': 0.00284}"
628,AAPL,"{'date': '2018-01-03', 'open': 172.53, 'high': 174.55, 'low': 171.96, 'close': 172.23, 'adjClose': 166.32, 'volume': 29517900.0, 'unadjustedVolume': 29517900.0, 'change': -0.3, 'changePercent': -0.174, 'vwap': 172.91333, 'label': 'January 03, 18', 'changeOverTime': -0.00174}"
629,AAPL,"{'date': '2018-01-02', 'open': 170.16, 'high': 172.3, 'low': 169.26, 'close': 172.26, 'adjClose': 166.35, 'volume': 25555900.0, 'unadjustedVolume': 25555900.0, 'change': 2.1, 'changePercent': 1.234, 'vwap': 171.27333, 'label': 'January 02, 18', 'changeOverTime': 0.01234}"
630,AAPL,"{'date': '2017-12-29', 'open': 170.52, 'high': 170.59, 'low': 169.22, 'close': 169.23, 'adjClose': 163.43, 'volume': 25999900.0, 'unadjustedVolume': 25999900.0, 'change': -1.29, 'changePercent': -0.757, 'vwap': 169.68, 'label': 'December 29, 17', 'changeOverTime': -0.00757}"
631,AAPL,"{'date': '2017-12-28', 'open': 171.0, 'high': 171.85, 'low': 170.48, 'close': 171.08, 'adjClose': 165.21, 'volume': 16480200.0, 'unadjustedVolume': 16480200.0, 'change': 0.08, 'changePercent': 0.047, 'vwap': 171.13667, 'label': 'December 28, 17', 'changeOverTime': 0.00047}"
632,AAPL,"{'date': '2017-12-27', 'open': 170.1, 'high': 170.78, 'low': 169.71, 'close': 170.6, 'adjClose': 164.75, 'volume': 21498200.0, 'unadjustedVolume': 21498200.0, 'change': 0.5, 'changePercent': 0.294, 'vwap': 170.36333, 'label': 'December 27, 17', 'changeOverTime': 0.00294}"
633,AAPL,"{'date': '2017-12-26', 'open': 170.8, 'high': 171.47, 'low': 169.68, 'close': 170.57, 'adjClose': 164.72, 'volume': 33185500.0, 'unadjustedVolume': 33185500.0, 'change': -0.23, 'changePercent': -0.135, 'vwap': 170.57333, 'label': 'December 26, 17', 'changeOverTime': -0.00135}"
634,AAPL,"{'date': '2017-12-22', 'open': 174.68, 'high': 175.42, 'low': 174.5, 'close': 175.01, 'adjClose': 169.01, 'volume': 16349400.0, 'unadjustedVolume': 16349400.0, 'change': 0.33, 'changePercent': 0.189, 'vwap': 174.97667, 'label': 'December 22, 17', 'changeOverTime': 0.00189}"
635,AAPL,"{'date': '2017-12-21', 'open': 174.17, 'high': 176.02, 'low': 174.1, 'close': 175.01, 'adjClose': 169.01, 'volume': 20949900.0, 'unadjustedVolume': 20949900.0, 'change': 0.84, 'changePercent': 0.482, 'vwap': 175.04333, 'label': 'December 21, 17', 'changeOverTime': 0.00482}"
636,AAPL,"{'date': '2017-12-20', 'open': 174.87, 'high': 175.42, 'low': 173.25, 'close': 174.35, 'adjClose': 168.37, 'volume': 23475600.0, 'unadjustedVolume': 23475600.0, 'change': -0.52, 'changePercent': -0.297, 'vwap': 174.34, 'label': 'December 20, 17', 'changeOverTime': -0.00297}"
637,AAPL,"{'date': '2017-12-19', 'open': 175.03, 'high': 175.39, 'low': 174.09, 'close': 174.54, 'adjClose': 168.56, 'volume': 27436400.0, 'unadjustedVolume': 27436400.0, 'change': -0.49, 'changePercent': -0.28, 'vwap': 174.67333, 'label': 'December 19, 17', 'changeOverTime': -0.0028}"
638,AAPL,"{'date': '2017-12-18', 'open': 174.88, 'high': 177.2, 'low': 174.86, 'close': 176.42, 'adjClose': 170.37, 'volume': 29421100.0, 'unadjustedVolume': 29421100.0, 'change': 1.54, 'changePercent': 0.881, 'vwap': 176.16, 'label': 'December 18, 17', 'changeOverTime': 0.00881}"
639,AAPL,"{'date': '2017-12-15', 'open': 173.63, 'high': 174.17, 'low': 172.46, 'close': 173.97, 'adjClose': 168.01, 'volume': 40169300.0, 'unadjustedVolume': 40169300.0, 'change': 0.34, 'changePercent': 0.196, 'vwap': 173.53333, 'label': 'December 15, 17', 'changeOverTime': 0.00196}"
640,AAPL,"{'date': '2017-12-14', 'open': 172.4, 'high': 173.13, 'low': 171.65, 'close': 172.22, 'adjClose': 166.32, 'volume': 20476500.0, 'unadjustedVolume': 20476500.0, 'change': -0.18, 'changePercent': -0.104, 'vwap': 172.33333, 'label': 'December 14, 17', 'changeOverTime': -0.00104}"
641,AAPL,"{'date': '2017-12-13', 'open': 172.5, 'high': 173.54, 'low': 172.0, 'close': 172.27, 'adjClose': 166.36, 'volume': 23818400.0, 'unadjustedVolume': 23818400.0, 'change': -0.23, 'changePercent': -0.133, 'vwap': 172.60333, 'label': 'December 13, 17', 'changeOverTime': -0.00133}"
642,AAPL,"{'date': '2017-12-12', 'open': 172.15, 'high': 172.39, 'low': 171.46, 'close': 171.7, 'adjClose': 165.81, 'volume': 19409200.0, 'unadjustedVolume': 19409200.0, 'change': -0.45, 'changePercent': -0.261, 'vwap': 171.85, 'label': 'December 12, 17', 'changeOverTime': -0.00261}"
643,AAPL,"{'date': '2017-12-11', 'open': 169.2, 'high': 172.89, 'low': 168.79, 'close': 172.67, 'adjClose': 166.75, 'volume': 35273800.0, 'unadjustedVolume': 35273800.0, 'change': 3.47, 'changePercent': 2.051, 'vwap': 171.45, 'label': 'December 11, 17', 'changeOverTime': 0.02051}"
644,AAPL,"{'date': '2017-12-08', 'open': 170.49, 'high': 171.0, 'low': 168.82, 'close': 169.37, 'adjClose': 163.56, 'volume': 23355200.0, 'unadjustedVolume': 23355200.0, 'change': -1.12, 'changePercent': -0.657, 'vwap': 169.73, 'label': 'December 08, 17', 'changeOverTime': -0.00657}"
645,AAPL,"{'date': '2017-12-07', 'open': 169.03, 'high': 170.44, 'low': 168.91, 'close': 169.32, 'adjClose': 163.51, 'volume': 25673300.0, 'unadjustedVolume': 25673300.0, 'change': 0.29, 'changePercent': 0.172, 'vwap': 169.55667, 'label': 'December 07, 17', 'changeOverTime': 0.00172}"
646,AAPL,"{'date': '2017-12-06', 'open': 167.5, 'high': 170.2, 'low': 166.46, 'close': 169.01, 'adjClose': 163.22, 'volume': 28560000.0, 'unadjustedVolume': 28560000.0, 'change': 1.51, 'changePercent': 0.901, 'vwap': 168.55667, 'label': 'December 06, 17', 'changeOverTime': 0.00901}"
647,AAPL,"{'date': '2017-12-05', 'open': 169.06, 'high': 171.52, 'low': 168.4, 'close': 169.64, 'adjClose': 163.82, 'volume': 27350200.0, 'unadjustedVolume': 27350200.0, 'change': 0.58, 'changePercent': 0.343, 'vwap': 169.85333, 'label': 'December 05, 17', 'changeOverTime': 0.00343}"
648,AAPL,"{'date': '2017-12-04', 'open': 172.48, 'high': 172.62, 'low': 169.63, 'close': 169.8, 'adjClose': 163.98, 'volume': 32542400.0, 'unadjustedVolume': 32542400.0, 'change': -2.68, 'changePercent': -1.554, 'vwap': 170.68333, 'label': 'December 04, 17', 'changeOverTime': -0.01554}"
649,AAPL,"{'date': '2017-12-01', 'open': 169.95, 'high': 171.67, 'low': 168.5, 'close': 171.05, 'adjClose': 165.19, 'volume': 39759300.0, 'unadjustedVolume': 39759300.0, 'change': 1.1, 'changePercent': 0.647, 'vwap': 170.40667, 'label': 'December 01, 17', 'changeOverTime': 0.00647}"
650,AAPL,"{'date': '2017-11-30', 'open': 170.43, 'high': 172.14, 'low': 168.44, 'close': 171.85, 'adjClose': 165.96, 'volume': 41527200.0, 'unadjustedVolume': 41527200.0, 'change': 1.42, 'changePercent': 0.833, 'vwap': 170.81, 'label': 'November 30, 17', 'changeOverTime': 0.00833}"
651,AAPL,"{'date': '2017-11-29', 'open': 172.63, 'high': 172.92, 'low': 167.16, 'close': 169.48, 'adjClose': 163.67, 'volume': 41666400.0, 'unadjustedVolume': 41666400.0, 'change': -3.15, 'changePercent': -1.825, 'vwap': 169.85333, 'label': 'November 29, 17', 'changeOverTime': -0.01825}"
652,AAPL,"{'date': '2017-11-28', 'open': 174.3, 'high': 174.87, 'low': 171.86, 'close': 173.07, 'adjClose': 167.14, 'volume': 26428800.0, 'unadjustedVolume': 26428800.0, 'change': -1.23, 'changePercent': -0.706, 'vwap': 173.26667, 'label': 'November 28, 17', 'changeOverTime': -0.00706}"
653,AAPL,"{'date': '2017-11-27', 'open': 175.05, 'high': 175.08, 'low': 173.34, 'close': 174.09, 'adjClose': 168.12, 'volume': 20716800.0, 'unadjustedVolume': 20716800.0, 'change': -0.96, 'changePercent': -0.548, 'vwap': 174.17, 'label': 'November 27, 17', 'changeOverTime': -0.00548}"
654,AAPL,"{'date': '2017-11-24', 'open': 175.1, 'high': 175.5, 'low': 174.65, 'close': 174.97, 'adjClose': 168.97, 'volume': 14026700.0, 'unadjustedVolume': 14026700.0, 'change': -0.13, 'changePercent': -0.074, 'vwap': 175.04, 'label': 'November 24, 17', 'changeOverTime': -0.00074}"
655,AAPL,"{'date': '2017-11-22', 'open': 173.36, 'high': 175.0, 'low': 173.05, 'close': 174.96, 'adjClose': 168.96, 'volume': 25588900.0, 'unadjustedVolume': 25588900.0, 'change': 1.6, 'changePercent': 0.923, 'vwap': 174.33667, 'label': 'November 22, 17', 'changeOverTime': 0.00923}"
656,AAPL,"{'date': '2017-11-21', 'open': 170.78, 'high': 173.7, 'low': 170.78, 'close': 173.14, 'adjClose': 167.2, 'volume': 25131300.0, 'unadjustedVolume': 25131300.0, 'change': 2.36, 'changePercent': 1.382, 'vwap': 172.54, 'label': 'November 21, 17', 'changeOverTime': 0.01382}"
657,AAPL,"{'date': '2017-11-20', 'open': 170.29, 'high': 170.56, 'low': 169.56, 'close': 169.98, 'adjClose': 164.15, 'volume': 16262400.0, 'unadjustedVolume': 16262400.0, 'change': -0.31, 'changePercent': -0.182, 'vwap': 170.03333, 'label': 'November 20, 17', 'changeOverTime': -0.00182}"
658,AAPL,"{'date': '2017-11-17', 'open': 171.04, 'high': 171.39, 'low': 169.64, 'close': 170.15, 'adjClose': 164.32, 'volume': 21899500.0, 'unadjustedVolume': 21899500.0, 'change': -0.89, 'changePercent': -0.52, 'vwap': 170.39333, 'label': 'November 17, 17', 'changeOverTime': -0.0052}"
659,AAPL,"{'date': '2017-11-16', 'open': 171.18, 'high': 171.87, 'low': 170.3, 'close': 171.1, 'adjClose': 165.23, 'volume': 23637500.0, 'unadjustedVolume': 23637500.0, 'change': -0.08, 'changePercent': -0.047, 'vwap': 171.09, 'label': 'November 16, 17', 'changeOverTime': -0.00047}"
660,AAPL,"{'date': '2017-11-15', 'open': 169.97, 'high': 170.32, 'low': 168.38, 'close': 169.08, 'adjClose': 163.28, 'volume': 29158100.0, 'unadjustedVolume': 29158100.0, 'change': -0.89, 'changePercent': -0.524, 'vwap': 169.26, 'label': 'November 15, 17', 'changeOverTime': -0.00524}"
661,AAPL,"{'date': '2017-11-14', 'open': 173.04, 'high': 173.48, 'low': 171.18, 'close': 171.34, 'adjClose': 165.47, 'volume': 24782500.0, 'unadjustedVolume': 24782500.0, 'change': -1.7, 'changePercent': -0.982, 'vwap': 172.0, 'label': 'November 14, 17', 'changeOverTime': -0.00982}"
662,AAPL,"{'date': '2017-11-13', 'open': 173.5, 'high': 174.5, 'low': 173.4, 'close': 173.97, 'adjClose': 168.01, 'volume': 16982100.0, 'unadjustedVolume': 16982100.0, 'change': 0.47, 'changePercent': 0.271, 'vwap': 173.95667, 'label': 'November 13, 17', 'changeOverTime': 0.00271}"
663,AAPL,"{'date': '2017-11-10', 'open': 175.11, 'high': 175.38, 'low': 174.27, 'close': 174.67, 'adjClose': 168.68, 'volume': 25145500.0, 'unadjustedVolume': 25145500.0, 'change': -0.44, 'changePercent': -0.251, 'vwap': 174.77333, 'label': 'November 10, 17', 'changeOverTime': -0.00251}"
664,AAPL,"{'date': '2017-11-09', 'open': 175.11, 'high': 176.1, 'low': 173.14, 'close': 175.88, 'adjClose': 169.24, 'volume': 29482600.0, 'unadjustedVolume': 29482600.0, 'change': 0.77, 'changePercent': 0.44, 'vwap': 175.04, 'label': 'November 09, 17', 'changeOverTime': 0.0044}"
665,AAPL,"{'date': '2017-11-08', 'open': 174.66, 'high': 176.24, 'low': 174.33, 'close': 176.24, 'adjClose': 169.59, 'volume': 24409500.0, 'unadjustedVolume': 24409500.0, 'change': 1.58, 'changePercent': 0.905, 'vwap': 175.60333, 'label': 'November 08, 17', 'changeOverTime': 0.00905}"
666,AAPL,"{'date': '2017-11-07', 'open': 173.91, 'high': 175.25, 'low': 173.6, 'close': 174.81, 'adjClose': 168.21, 'volume': 24361500.0, 'unadjustedVolume': 24361500.0, 'change': 0.9, 'changePercent': 0.518, 'vwap': 174.55333, 'label': 'November 07, 17', 'changeOverTime': 0.00518}"
667,AAPL,"{'date': '2017-11-06', 'open': 172.37, 'high': 174.99, 'low': 171.72, 'close': 174.25, 'adjClose': 167.67, 'volume': 35026300.0, 'unadjustedVolume': 35026300.0, 'change': 1.88, 'changePercent': 1.091, 'vwap': 173.65333, 'label': 'November 06, 17', 'changeOverTime': 0.01091}"
668,AAPL,"{'date': '2017-11-03', 'open': 174.0, 'high': 174.26, 'low': 171.12, 'close': 172.5, 'adjClose': 165.99, 'volume': 59398600.0, 'unadjustedVolume': 59398600.0, 'change': -1.5, 'changePercent': -0.862, 'vwap': 172.62667, 'label': 'November 03, 17', 'changeOverTime': -0.00862}"
669,AAPL,"{'date': '2017-11-02', 'open': 166.6, 'high': 168.5, 'low': 165.28, 'close': 168.11, 'adjClose': 161.76, 'volume': 41393400.0, 'unadjustedVolume': 41393400.0, 'change': 1.51, 'changePercent': 0.906, 'vwap': 167.29667, 'label': 'November 02, 17', 'changeOverTime': 0.00906}"
670,AAPL,"{'date': '2017-11-01', 'open': 169.87, 'high': 169.94, 'low': 165.61, 'close': 166.89, 'adjClose': 160.59, 'volume': 33637800.0, 'unadjustedVolume': 33637800.0, 'change': -2.98, 'changePercent': -1.754, 'vwap': 167.48, 'label': 'November 01, 17', 'changeOverTime': -0.01754}"
671,AAPL,"{'date': '2017-10-31', 'open': 167.9, 'high': 169.65, 'low': 166.94, 'close': 169.04, 'adjClose': 162.66, 'volume': 36046800.0, 'unadjustedVolume': 36046800.0, 'change': 1.14, 'changePercent': 0.679, 'vwap': 168.54333, 'label': 'October 31, 17', 'changeOverTime': 0.00679}"
672,AAPL,"{'date': '2017-10-30', 'open': 163.89, 'high': 168.07, 'low': 163.72, 'close': 166.72, 'adjClose': 160.43, 'volume': 44700800.0, 'unadjustedVolume': 44700800.0, 'change': 2.83, 'changePercent': 1.727, 'vwap': 166.17, 'label': 'October 30, 17', 'changeOverTime': 0.01727}"
673,AAPL,"{'date': '2017-10-27', 'open': 159.29, 'high': 163.6, 'low': 158.7, 'close': 163.05, 'adjClose': 156.9, 'volume': 44454200.0, 'unadjustedVolume': 44454200.0, 'change': 3.76, 'changePercent': 2.36, 'vwap': 161.78333, 'label': 'October 27, 17', 'changeOverTime': 0.0236}"
674,AAPL,"{'date': '2017-10-26', 'open': 157.23, 'high': 157.83, 'low': 156.78, 'close': 157.41, 'adjClose': 151.47, 'volume': 17000500.0, 'unadjustedVolume': 17000500.0, 'change': 0.18, 'changePercent': 0.114, 'vwap': 157.34, 'label': 'October 26, 17', 'changeOverTime': 0.00114}"
675,AAPL,"{'date': '2017-10-25', 'open': 156.91, 'high': 157.55, 'low': 155.27, 'close': 156.41, 'adjClose': 150.51, 'volume': 21207100.0, 'unadjustedVolume': 21207100.0, 'change': -0.5, 'changePercent': -0.319, 'vwap': 156.41, 'label': 'October 25, 17', 'changeOverTime': -0.00319}"
