,symbol,historical
245,AAPL,"{'date': '2019-07-15', 'open': 204.09, 'high': 205.87, 'low': 204.0, 'close': 205.21, 'adjClose': 202.79, 'volume': 16947400.0, 'unadjustedVolume': 16947400.0, 'change': 1.12, 'changePercent': 0.549, 'vwap': 205.02667, 'label': 'July 15, 19', 'changeOverTime': 0.00549}"
246,AAPL,"{'date': '2019-07-12', 'open': 202.45, 'high': 204.0, 'low': 202.2, 'close': 203.3, 'adjClose': 200.9, 'volume': 17595200.0, 'unadjustedVolume': 17595200.0, 'change': 0.85, 'changePercent': 0.42, 'vwap': 203.16667, 'label': 'July 12, 19', 'changeOverTime': 0.0042}"
247,AAPL,"{'date': '2019-07-11', 'open': 203.31, 'high': 204.39, 'low': 201.71, 'close': 201.75, 'adjClose': 199.37, 'volume': 20191800.0, 'unadjustedVolume': 20191800.0, 'change': -1.56, 'changePercent': -0.767, 'vwap': 202.61667, 'label': 'July 11, 19', 'changeOverTime': -0.00767}"
248,AAPL,"{'date': '2019-07-10', 'open': 201.85, 'high': 203.73, 'low': 201.56, 'close': 203.23, 'adjClose': 200.83, 'volume': 17897100.0, 'unadjustedVolume': 17897100.0, 'change': 1.38, 'changePercent': 0.684, 'vwap': 202.84, 'label': 'July 10, 19', 'changeOverTime': 0.00684}"
249,AAPL,"{'date': '2019-07-09', 'open': 199.2, 'high': 201.51, 'low': 198.81, 'close': 201.24, 'adjClose': 198.87, 'volume': 20578000.0, 'unadjustedVolume': 20578000.0, 'change': 2.04, 'changePercent': 1.024, 'vwap': 200.52, 'label': 'July 09, 19', 'changeOverTime': 0.01024}"
250,AAPL,"{'date': '2019-07-08', 'open': 200.81, 'high': 201.4, 'low': 198.41, 'close': 200.02, 'adjClose': 197.66, 'volume': 25338600.0, 'unadjustedVolume': 25338600.0, 'change': -0.79, 'changePercent': -0.393, 'vwap': 199.94333, 'label': 'July 08, 19', 'changeOverTime': -0.00393}"
251,AAPL,"{'date': '2019-07-05', 'open': 203.35, 'high': 205.08, 'low': 202.9, 'close': 204.23, 'adjClose': 201.82, 'volume': 17265500.0, 'unadjustedVolume': 17265500.0, 'change': 0.88, 'changePercent': 0.433, 'vwap': 204.07, 'label': 'July 05, 19', 'changeOverTime': 0.00433}"
252,AAPL,"{'date': '2019-07-03', 'open': 203.28, 'high': 204.44, 'low': 202.69, 'close': 204.41, 'adjClose': 202.0, 'volume': 11362000.0, 'unadjustedVolume': 11362000.0, 'change': 1.13, 'changePercent': 0.556, 'vwap': 203.84667, 'label': 'July 03, 19', 'changeOverTime': 0.00556}"
253,AAPL,"{'date': '2019-07-02', 'open': 201.41, 'high': 203.13, 'low': 201.36, 'close': 202.73, 'adjClose': 200.34, 'volume': 16935200.0, 'unadjustedVolume': 16935200.0, 'change': 1.32, 'changePercent': 0.655, 'vwap': 202.40667, 'label': 'July 02, 19', 'changeOverTime': 0.00655}"
254,AAPL,"{'date': '2019-07-01', 'open': 203.17, 'high': 204.49, 'low': 200.65, 'close': 201.55, 'adjClose': 199.17, 'volume': 27316700.0, 'unadjustedVolume': 27316700.0, 'change': -1.62, 'changePercent': -0.797, 'vwap': 202.23, 'label': 'July 01, 19', 'changeOverTime': -0.00797}"
255,AAPL,"{'date': '2019-06-28', 'open': 198.68, 'high': 199.5, 'low': 197.05, 'close': 197.92, 'adjClose': 195.59, 'volume': 31110600.0, 'unadjustedVolume': 31110600.0, 'change': -0.76, 'changePercent': -0.383, 'vwap': 198.15667, 'label': 'June 28, 19', 'changeOverTime': -0.00383}"
256,AAPL,"{'date': '2019-06-27', 'open': 200.29, 'high': 201.57, 'low': 199.57, 'close': 199.74, 'adjClose': 197.38, 'volume': 20899700.0, 'unadjustedVolume': 20899700.0, 'change': -0.55, 'changePercent': -0.275, 'vwap': 200.29333, 'label': 'June 27, 19', 'changeOverTime': -0.00275}"
257,AAPL,"{'date': '2019-06-26', 'open': 197.77, 'high': 200.99, 'low': 197.35, 'close': 199.8, 'adjClose': 197.44, 'volume': 26067500.0, 'unadjustedVolume': 26067500.0, 'change': 2.03, 'changePercent': 1.026, 'vwap': 199.38, 'label': 'June 26, 19', 'changeOverTime': 0.01026}"
258,AAPL,"{'date': '2019-06-25', 'open': 198.43, 'high': 199.26, 'low': 195.29, 'close': 195.57, 'adjClose': 193.26, 'volume': 21070300.0, 'unadjustedVolume': 21070300.0, 'change': -2.86, 'changePercent': -1.441, 'vwap': 196.70667, 'label': 'June 25, 19', 'changeOverTime': -0.01441}"
259,AAPL,"{'date': '2019-06-24', 'open': 198.54, 'high': 200.16, 'low': 198.17, 'close': 198.58, 'adjClose': 196.24, 'volume': 18220400.0, 'unadjustedVolume': 18220400.0, 'change': 0.04, 'changePercent': 0.02, 'vwap': 198.97, 'label': 'June 24, 19', 'changeOverTime': 0.0002}"
260,AAPL,"{'date': '2019-06-21', 'open': 198.8, 'high': 200.85, 'low': 198.15, 'close': 198.78, 'adjClose': 196.44, 'volume': 47800600.0, 'unadjustedVolume': 47800600.0, 'change': -0.02, 'changePercent': -0.01, 'vwap': 199.26, 'label': 'June 21, 19', 'changeOverTime': -0.0001}"
261,AAPL,"{'date': '2019-06-20', 'open': 200.37, 'high': 200.61, 'low': 198.03, 'close': 199.46, 'adjClose': 197.11, 'volume': 21514000.0, 'unadjustedVolume': 21514000.0, 'change': -0.91, 'changePercent': -0.454, 'vwap': 199.36667, 'label': 'June 20, 19', 'changeOverTime': -0.00454}"
262,AAPL,"{'date': '2019-06-19', 'open': 199.68, 'high': 199.88, 'low': 197.31, 'close': 197.87, 'adjClose': 195.54, 'volume': 21124200.0, 'unadjustedVolume': 21124200.0, 'change': -1.81, 'changePercent': -0.906, 'vwap': 198.35333, 'label': 'June 19, 19', 'changeOverTime': -0.00906}"
263,AAPL,"{'date': '2019-06-18', 'open': 196.05, 'high': 200.29, 'low': 195.21, 'close': 198.45, 'adjClose': 196.11, 'volume': 26551000.0, 'unadjustedVolume': 26551000.0, 'change': 2.4, 'changePercent': 1.224, 'vwap': 197.98333, 'label': 'June 18, 19', 'changeOverTime': 0.01224}"
264,AAPL,"{'date': '2019-06-17', 'open': 192.9, 'high': 194.96, 'low': 192.17, 'close': 193.89, 'adjClose': 191.6, 'volume': 14669100.0, 'unadjustedVolume': 14669100.0, 'change': 0.99, 'changePercent': 0.513, 'vwap': 193.67333, 'label': 'June 17, 19', 'changeOverTime': 0.00513}"
265,AAPL,"{'date': '2019-06-14', 'open': 191.55, 'high': 193.59, 'low': 190.3, 'close': 192.74, 'adjClose': 190.47, 'volume': 18761500.0, 'unadjustedVolume': 18761500.0, 'change': 1.19, 'changePercent': 0.621, 'vwap': 192.21, 'label': 'June 14, 19', 'changeOverTime': 0.00621}"
266,AAPL,"{'date': '2019-06-13', 'open': 194.7, 'high': 196.79, 'low': 193.6, 'close': 194.15, 'adjClose': 191.86, 'volume': 21674600.0, 'unadjustedVolume': 21674600.0, 'change': -0.55, 'changePercent': -0.282, 'vwap': 194.84667, 'label': 'June 13, 19', 'changeOverTime': -0.00282}"
267,AAPL,"{'date': '2019-06-12', 'open': 193.95, 'high': 195.97, 'low': 193.39, 'close': 194.19, 'adjClose': 191.9, 'volume': 18221800.0, 'unadjustedVolume': 18221800.0, 'change': 0.24, 'changePercent': 0.124, 'vwap': 194.51667, 'label': 'June 12, 19', 'changeOverTime': 0.00124}"
268,AAPL,"{'date': '2019-06-11', 'open': 194.86, 'high': 196.0, 'low': 193.6, 'close': 194.81, 'adjClose': 192.51, 'volume': 26932900.0, 'unadjustedVolume': 26932900.0, 'change': -0.05, 'changePercent': -0.026, 'vwap': 194.80333, 'label': 'June 11, 19', 'changeOverTime': -0.00026}"
269,AAPL,"{'date': '2019-06-10', 'open': 191.81, 'high': 195.37, 'low': 191.62, 'close': 192.58, 'adjClose': 190.31, 'volume': 26220900.0, 'unadjustedVolume': 26220900.0, 'change': 0.77, 'changePercent': 0.401, 'vwap': 193.19, 'label': 'June 10, 19', 'changeOverTime': 0.00401}"
270,AAPL,"{'date': '2019-06-07', 'open': 186.51, 'high': 191.92, 'low': 185.77, 'close': 190.15, 'adjClose': 187.91, 'volume': 30684400.0, 'unadjustedVolume': 30684400.0, 'change': 3.64, 'changePercent': 1.952, 'vwap': 189.28, 'label': 'June 07, 19', 'changeOverTime': 0.01952}"
271,AAPL,"{'date': '2019-06-06', 'open': 183.08, 'high': 185.47, 'low': 182.15, 'close': 185.22, 'adjClose': 183.04, 'volume': 22526300.0, 'unadjustedVolume': 22526300.0, 'change': 2.14, 'changePercent': 1.169, 'vwap': 184.28, 'label': 'June 06, 19', 'changeOverTime': 0.01169}"
272,AAPL,"{'date': '2019-06-05', 'open': 184.28, 'high': 184.99, 'low': 181.14, 'close': 182.54, 'adjClose': 180.39, 'volume': 29773400.0, 'unadjustedVolume': 29773400.0, 'change': -1.74, 'changePercent': -0.944, 'vwap': 182.89, 'label': 'June 05, 19', 'changeOverTime': -0.00944}"
273,AAPL,"{'date': '2019-06-04', 'open': 175.44, 'high': 179.83, 'low': 174.52, 'close': 179.64, 'adjClose': 177.52, 'volume': 30968000.0, 'unadjustedVolume': 30968000.0, 'change': 4.2, 'changePercent': 2.394, 'vwap': 177.99667, 'label': 'June 04, 19', 'changeOverTime': 0.02394}"
274,AAPL,"{'date': '2019-06-03', 'open': 175.6, 'high': 177.92, 'low': 170.27, 'close': 173.3, 'adjClose': 171.26, 'volume': 40396100.0, 'unadjustedVolume': 40396100.0, 'change': -2.3, 'changePercent': -1.31, 'vwap': 173.83, 'label': 'June 03, 19', 'changeOverTime': -0.0131}"
275,AAPL,"{'date': '2019-05-31', 'open': 176.23, 'high': 177.99, 'low': 174.99, 'close': 175.07, 'adjClose': 173.01, 'volume': 27043600.0, 'unadjustedVolume': 27043600.0, 'change': -1.16, 'changePercent': -0.658, 'vwap': 176.01667, 'label': 'May 31, 19', 'changeOverTime': -0.00658}"
276,AAPL,"{'date': '2019-05-30', 'open': 177.95, 'high': 179.23, 'low': 176.67, 'close': 178.3, 'adjClose': 176.2, 'volume': 21218400.0, 'unadjustedVolume': 21218400.0, 'change': 0.35, 'changePercent': 0.197, 'vwap': 178.06667, 'label': 'May 30, 19', 'changeOverTime': 0.00197}"
277,AAPL,"{'date': '2019-05-29', 'open': 176.42, 'high': 179.35, 'low': 176.0, 'close': 177.38, 'adjClose': 175.29, 'volume': 28481200.0, 'unadjustedVolume': 28481200.0, 'change': 0.96, 'changePercent': 0.544, 'vwap': 177.57667, 'label': 'May 29, 19', 'changeOverTime': 0.00544}"
278,AAPL,"{'date': '2019-05-28', 'open': 178.92, 'high': 180.59, 'low': 177.91, 'close': 178.23, 'adjClose': 176.13, 'volume': 27948200.0, 'unadjustedVolume': 27948200.0, 'change': -0.69, 'changePercent': -0.386, 'vwap': 178.91, 'label': 'May 28, 19', 'changeOverTime': -0.00386}"
279,AAPL,"{'date': '2019-05-24', 'open': 180.2, 'high': 182.14, 'low': 178.62, 'close': 178.97, 'adjClose': 176.86, 'volume': 23714700.0, 'unadjustedVolume': 23714700.0, 'change': -1.23, 'changePercent': -0.683, 'vwap': 179.91, 'label': 'May 24, 19', 'changeOverTime': -0.00683}"
280,AAPL,"{'date': '2019-05-23', 'open': 179.8, 'high': 180.54, 'low': 177.81, 'close': 179.66, 'adjClose': 177.54, 'volume': 36529700.0, 'unadjustedVolume': 36529700.0, 'change': -0.14, 'changePercent': -0.078, 'vwap': 179.33667, 'label': 'May 23, 19', 'changeOverTime': -0.00078}"
281,AAPL,"{'date': '2019-05-22', 'open': 184.66, 'high': 185.71, 'low': 182.55, 'close': 182.78, 'adjClose': 180.62, 'volume': 29748600.0, 'unadjustedVolume': 29748600.0, 'change': -1.88, 'changePercent': -1.018, 'vwap': 183.68, 'label': 'May 22, 19', 'changeOverTime': -0.01018}"
282,AAPL,"{'date': '2019-05-21', 'open': 185.22, 'high': 188.0, 'low': 184.7, 'close': 186.6, 'adjClose': 184.4, 'volume': 28364800.0, 'unadjustedVolume': 28364800.0, 'change': 1.38, 'changePercent': 0.745, 'vwap': 186.43333, 'label': 'May 21, 19', 'changeOverTime': 0.00745}"
283,AAPL,"{'date': '2019-05-20', 'open': 183.52, 'high': 184.35, 'low': 180.28, 'close': 183.09, 'adjClose': 180.93, 'volume': 38612300.0, 'unadjustedVolume': 38612300.0, 'change': -0.43, 'changePercent': -0.234, 'vwap': 182.57333, 'label': 'May 20, 19', 'changeOverTime': -0.00234}"
284,AAPL,"{'date': '2019-05-17', 'open': 186.93, 'high': 190.9, 'low': 186.76, 'close': 189.0, 'adjClose': 186.77, 'volume': 32879100.0, 'unadjustedVolume': 32879100.0, 'change': 2.07, 'changePercent': 1.107, 'vwap': 188.88667, 'label': 'May 17, 19', 'changeOverTime': 0.01107}"
285,AAPL,"{'date': '2019-05-16', 'open': 189.91, 'high': 192.47, 'low': 188.84, 'close': 190.08, 'adjClose': 187.84, 'volume': 33031400.0, 'unadjustedVolume': 33031400.0, 'change': 0.17, 'changePercent': 0.09, 'vwap': 190.46333, 'label': 'May 16, 19', 'changeOverTime': 0.0009}"
286,AAPL,"{'date': '2019-05-15', 'open': 186.27, 'high': 191.75, 'low': 186.02, 'close': 190.92, 'adjClose': 188.67, 'volume': 26544700.0, 'unadjustedVolume': 26544700.0, 'change': 4.65, 'changePercent': 2.496, 'vwap': 189.56333, 'label': 'May 15, 19', 'changeOverTime': 0.02496}"
287,AAPL,"{'date': '2019-05-14', 'open': 186.41, 'high': 189.7, 'low': 185.41, 'close': 188.66, 'adjClose': 186.43, 'volume': 36529700.0, 'unadjustedVolume': 36529700.0, 'change': 2.25, 'changePercent': 1.207, 'vwap': 187.92333, 'label': 'May 14, 19', 'changeOverTime': 0.01207}"
288,AAPL,"{'date': '2019-05-13', 'open': 187.71, 'high': 189.48, 'low': 182.85, 'close': 185.72, 'adjClose': 183.53, 'volume': 57430600.0, 'unadjustedVolume': 57430600.0, 'change': -1.99, 'changePercent': -1.06, 'vwap': 186.01667, 'label': 'May 13, 19', 'changeOverTime': -0.0106}"
289,AAPL,"{'date': '2019-05-10', 'open': 197.42, 'high': 198.85, 'low': 192.77, 'close': 197.18, 'adjClose': 194.85, 'volume': 41208700.0, 'unadjustedVolume': 41208700.0, 'change': -0.24, 'changePercent': -0.122, 'vwap': 196.26667, 'label': 'May 10, 19', 'changeOverTime': -0.00122}"
290,AAPL,"{'date': '2019-05-09', 'open': 200.4, 'high': 201.68, 'low': 196.66, 'close': 200.72, 'adjClose': 197.59, 'volume': 34908600.0, 'unadjustedVolume': 34908600.0, 'change': 0.32, 'changePercent': 0.16, 'vwap': 199.68667, 'label': 'May 09, 19', 'changeOverTime': 0.0016}"
291,AAPL,"{'date': '2019-05-08', 'open': 201.9, 'high': 205.34, 'low': 201.75, 'close': 202.9, 'adjClose': 199.74, 'volume': 26339500.0, 'unadjustedVolume': 26339500.0, 'change': 1.0, 'changePercent': 0.495, 'vwap': 203.33, 'label': 'May 08, 19', 'changeOverTime': 0.00495}"
292,AAPL,"{'date': '2019-05-07', 'open': 205.88, 'high': 207.42, 'low': 200.83, 'close': 202.86, 'adjClose': 199.7, 'volume': 38763700.0, 'unadjustedVolume': 38763700.0, 'change': -3.02, 'changePercent': -1.467, 'vwap': 203.70333, 'label': 'May 07, 19', 'changeOverTime': -0.01467}"
293,AAPL,"{'date': '2019-05-06', 'open': 204.29, 'high': 208.84, 'low': 203.5, 'close': 208.48, 'adjClose': 205.23, 'volume': 32443100.0, 'unadjustedVolume': 32443100.0, 'change': 4.19, 'changePercent': 2.051, 'vwap': 206.94, 'label': 'May 06, 19', 'changeOverTime': 0.02051}"
294,AAPL,"{'date': '2019-05-03', 'open': 210.89, 'high': 211.84, 'low': 210.23, 'close': 211.75, 'adjClose': 208.45, 'volume': 20892400.0, 'unadjustedVolume': 20892400.0, 'change': 0.86, 'changePercent': 0.408, 'vwap': 211.27333, 'label': 'May 03, 19', 'changeOverTime': 0.00408}"
295,AAPL,"{'date': '2019-05-02', 'open': 209.84, 'high': 212.65, 'low': 208.13, 'close': 209.15, 'adjClose': 205.89, 'volume': 31996300.0, 'unadjustedVolume': 31996300.0, 'change': -0.69, 'changePercent': -0.329, 'vwap': 209.97667, 'label': 'May 02, 19', 'changeOverTime': -0.00329}"
296,AAPL,"{'date': '2019-05-01', 'open': 209.88, 'high': 215.31, 'low': 209.23, 'close': 210.52, 'adjClose': 207.24, 'volume': 64827300.0, 'unadjustedVolume': 64827300.0, 'change': 0.64, 'changePercent': 0.305, 'vwap': 211.68667, 'label': 'May 01, 19', 'changeOverTime': 0.00305}"
297,AAPL,"{'date': '2019-04-30', 'open': 203.06, 'high': 203.4, 'low': 199.11, 'close': 200.67, 'adjClose': 197.54, 'volume': 46534900.0, 'unadjustedVolume': 46534900.0, 'change': -2.39, 'changePercent': -1.177, 'vwap': 201.06, 'label': 'April 30, 19', 'changeOverTime': -0.01177}"
298,AAPL,"{'date': '2019-04-29', 'open': 204.4, 'high': 205.97, 'low': 203.86, 'close': 204.61, 'adjClose': 201.42, 'volume': 22204700.0, 'unadjustedVolume': 22204700.0, 'change': 0.21, 'changePercent': 0.103, 'vwap': 204.81333, 'label': 'April 29, 19', 'changeOverTime': 0.00103}"
299,AAPL,"{'date': '2019-04-26', 'open': 204.9, 'high': 205.0, 'low': 202.12, 'close': 204.3, 'adjClose': 201.12, 'volume': 18649100.0, 'unadjustedVolume': 18649100.0, 'change': -0.6, 'changePercent': -0.293, 'vwap': 203.80667, 'label': 'April 26, 19', 'changeOverTime': -0.00293}"
300,AAPL,"{'date': '2019-04-25', 'open': 206.83, 'high': 207.76, 'low': 205.12, 'close': 205.28, 'adjClose': 202.08, 'volume': 18543200.0, 'unadjustedVolume': 18543200.0, 'change': -1.55, 'changePercent': -0.749, 'vwap': 206.05333, 'label': 'April 25, 19', 'changeOverTime': -0.00749}"
301,AAPL,"{'date': '2019-04-24', 'open': 207.36, 'high': 208.48, 'low': 207.05, 'close': 207.16, 'adjClose': 203.93, 'volume': 17540600.0, 'unadjustedVolume': 17540600.0, 'change': -0.2, 'changePercent': -0.096, 'vwap': 207.56333, 'label': 'April 24, 19', 'changeOverTime': -0.00096}"
302,AAPL,"{'date': '2019-04-23', 'open': 204.43, 'high': 207.75, 'low': 203.9, 'close': 207.48, 'adjClose': 204.25, 'volume': 23323000.0, 'unadjustedVolume': 23323000.0, 'change': 3.05, 'changePercent': 1.492, 'vwap': 206.37667, 'label': 'April 23, 19', 'changeOverTime': 0.01492}"
303,AAPL,"{'date': '2019-04-22', 'open': 202.83, 'high': 204.94, 'low': 202.34, 'close': 204.53, 'adjClose': 201.34, 'volume': 19439500.0, 'unadjustedVolume': 19439500.0, 'change': 1.7, 'changePercent': 0.838, 'vwap': 203.93667, 'label': 'April 22, 19', 'changeOverTime': 0.00838}"
304,AAPL,"{'date': '2019-04-18', 'open': 203.12, 'high': 204.15, 'low': 202.52, 'close': 203.86, 'adjClose': 200.68, 'volume': 24195800.0, 'unadjustedVolume': 24195800.0, 'change': 0.74, 'changePercent': 0.364, 'vwap': 203.51, 'label': 'April 18, 19', 'changeOverTime': 0.00364}"
305,AAPL,"{'date': '2019-04-17', 'open': 199.54, 'high': 203.38, 'low': 198.61, 'close': 203.13, 'adjClose': 199.96, 'volume': 28906800.0, 'unadjustedVolume': 28906800.0, 'change': 3.59, 'changePercent': 1.799, 'vwap': 201.70667, 'label': 'April 17, 19', 'changeOverTime': 0.01799}"
306,AAPL,"{'date': '2019-04-16', 'open': 199.46, 'high': 201.37, 'low': 198.56, 'close': 199.25, 'adjClose': 196.14, 'volume': 25696400.0, 'unadjustedVolume': 25696400.0, 'change': -0.21, 'changePercent': -0.105, 'vwap': 199.72667, 'label': 'April 16, 19', 'changeOverTime': -0.00105}"
307,AAPL,"{'date': '2019-04-15', 'open': 198.58, 'high': 199.85, 'low': 198.01, 'close': 199.23, 'adjClose': 196.13, 'volume': 17536600.0, 'unadjustedVolume': 17536600.0, 'change': 0.65, 'changePercent': 0.327, 'vwap': 199.03, 'label': 'April 15, 19', 'changeOverTime': 0.00327}"
308,AAPL,"{'date': '2019-04-12', 'open': 199.2, 'high': 200.14, 'low': 196.21, 'close': 198.87, 'adjClose': 195.77, 'volume': 27760700.0, 'unadjustedVolume': 27760700.0, 'change': -0.33, 'changePercent': -0.166, 'vwap': 198.40667, 'label': 'April 12, 19', 'changeOverTime': -0.00166}"
309,AAPL,"{'date': '2019-04-11', 'open': 200.85, 'high': 201.0, 'low': 198.44, 'close': 198.95, 'adjClose': 195.85, 'volume': 20900800.0, 'unadjustedVolume': 20900800.0, 'change': -1.9, 'changePercent': -0.946, 'vwap': 199.46333, 'label': 'April 11, 19', 'changeOverTime': -0.00946}"
310,AAPL,"{'date': '2019-04-10', 'open': 198.68, 'high': 200.74, 'low': 198.18, 'close': 200.62, 'adjClose': 197.49, 'volume': 21695300.0, 'unadjustedVolume': 21695300.0, 'change': 1.94, 'changePercent': 0.976, 'vwap': 199.84667, 'label': 'April 10, 19', 'changeOverTime': 0.00976}"
311,AAPL,"{'date': '2019-04-09', 'open': 200.32, 'high': 202.85, 'low': 199.23, 'close': 199.5, 'adjClose': 196.39, 'volume': 35768200.0, 'unadjustedVolume': 35768200.0, 'change': -0.82, 'changePercent': -0.409, 'vwap': 200.52667, 'label': 'April 09, 19', 'changeOverTime': -0.00409}"
312,AAPL,"{'date': '2019-04-08', 'open': 196.42, 'high': 200.23, 'low': 196.34, 'close': 200.1, 'adjClose': 196.98, 'volume': 25881700.0, 'unadjustedVolume': 25881700.0, 'change': 3.68, 'changePercent': 1.874, 'vwap': 198.89, 'label': 'April 08, 19', 'changeOverTime': 0.01874}"
313,AAPL,"{'date': '2019-04-05', 'open': 196.45, 'high': 197.1, 'low': 195.93, 'close': 197.0, 'adjClose': 193.93, 'volume': 18526600.0, 'unadjustedVolume': 18526600.0, 'change': 0.55, 'changePercent': 0.28, 'vwap': 196.67667, 'label': 'April 05, 19', 'changeOverTime': 0.0028}"
314,AAPL,"{'date': '2019-04-04', 'open': 194.79, 'high': 196.37, 'low': 193.14, 'close': 195.69, 'adjClose': 192.64, 'volume': 19114300.0, 'unadjustedVolume': 19114300.0, 'change': 0.9, 'changePercent': 0.462, 'vwap': 195.06667, 'label': 'April 04, 19', 'changeOverTime': 0.00462}"
315,AAPL,"{'date': '2019-04-03', 'open': 193.25, 'high': 196.5, 'low': 193.15, 'close': 195.35, 'adjClose': 192.31, 'volume': 23271800.0, 'unadjustedVolume': 23271800.0, 'change': 2.1, 'changePercent': 1.087, 'vwap': 195.0, 'label': 'April 03, 19', 'changeOverTime': 0.01087}"
316,AAPL,"{'date': '2019-04-02', 'open': 191.09, 'high': 194.46, 'low': 191.05, 'close': 194.02, 'adjClose': 191.0, 'volume': 22765700.0, 'unadjustedVolume': 22765700.0, 'change': 2.93, 'changePercent': 1.533, 'vwap': 193.17667, 'label': 'April 02, 19', 'changeOverTime': 0.01533}"
317,AAPL,"{'date': '2019-04-01', 'open': 191.64, 'high': 191.68, 'low': 188.38, 'close': 191.24, 'adjClose': 188.26, 'volume': 27862000.0, 'unadjustedVolume': 27862000.0, 'change': -0.4, 'changePercent': -0.209, 'vwap': 190.43333, 'label': 'April 01, 19', 'changeOverTime': -0.00209}"
318,AAPL,"{'date': '2019-03-29', 'open': 189.83, 'high': 190.08, 'low': 188.54, 'close': 189.95, 'adjClose': 186.99, 'volume': 23564000.0, 'unadjustedVolume': 23564000.0, 'change': 0.12, 'changePercent': 0.063, 'vwap': 189.52333, 'label': 'March 29, 19', 'changeOverTime': 0.00063}"
319,AAPL,"{'date': '2019-03-28', 'open': 188.95, 'high': 189.56, 'low': 187.53, 'close': 188.72, 'adjClose': 185.78, 'volume': 20780400.0, 'unadjustedVolume': 20780400.0, 'change': -0.23, 'changePercent': -0.122, 'vwap': 188.60333, 'label': 'March 28, 19', 'changeOverTime': -0.00122}"
320,AAPL,"{'date': '2019-03-27', 'open': 188.75, 'high': 189.76, 'low': 186.55, 'close': 188.47, 'adjClose': 185.53, 'volume': 29848400.0, 'unadjustedVolume': 29848400.0, 'change': -0.28, 'changePercent': -0.148, 'vwap': 188.26, 'label': 'March 27, 19', 'changeOverTime': -0.00148}"
321,AAPL,"{'date': '2019-03-26', 'open': 191.66, 'high': 192.88, 'low': 184.58, 'close': 186.79, 'adjClose': 183.88, 'volume': 49800500.0, 'unadjustedVolume': 49800500.0, 'change': -4.87, 'changePercent': -2.541, 'vwap': 188.08333, 'label': 'March 26, 19', 'changeOverTime': -0.02541}"
322,AAPL,"{'date': '2019-03-25', 'open': 191.51, 'high': 191.98, 'low': 186.6, 'close': 188.74, 'adjClose': 185.8, 'volume': 43845300.0, 'unadjustedVolume': 43845300.0, 'change': -2.77, 'changePercent': -1.446, 'vwap': 189.10667, 'label': 'March 25, 19', 'changeOverTime': -0.01446}"
323,AAPL,"{'date': '2019-03-22', 'open': 195.34, 'high': 197.69, 'low': 190.78, 'close': 191.05, 'adjClose': 188.07, 'volume': 42407700.0, 'unadjustedVolume': 42407700.0, 'change': -4.29, 'changePercent': -2.196, 'vwap': 193.17333, 'label': 'March 22, 19', 'changeOverTime': -0.02196}"
324,AAPL,"{'date': '2019-03-21', 'open': 190.02, 'high': 196.33, 'low': 189.81, 'close': 195.09, 'adjClose': 192.05, 'volume': 51034200.0, 'unadjustedVolume': 51034200.0, 'change': 5.07, 'changePercent': 2.668, 'vwap': 193.74333, 'label': 'March 21, 19', 'changeOverTime': 0.02668}"
325,AAPL,"{'date': '2019-03-20', 'open': 186.23, 'high': 189.49, 'low': 184.73, 'close': 188.16, 'adjClose': 185.23, 'volume': 31035200.0, 'unadjustedVolume': 31035200.0, 'change': 1.93, 'changePercent': 1.036, 'vwap': 187.46, 'label': 'March 20, 19', 'changeOverTime': 0.01036}"
326,AAPL,"{'date': '2019-03-19', 'open': 188.35, 'high': 188.99, 'low': 185.92, 'close': 186.53, 'adjClose': 183.62, 'volume': 31646400.0, 'unadjustedVolume': 31646400.0, 'change': -1.82, 'changePercent': -0.966, 'vwap': 187.14667, 'label': 'March 19, 19', 'changeOverTime': -0.00966}"
327,AAPL,"{'date': '2019-03-18', 'open': 185.8, 'high': 188.39, 'low': 185.79, 'close': 188.02, 'adjClose': 185.09, 'volume': 26219800.0, 'unadjustedVolume': 26219800.0, 'change': 2.22, 'changePercent': 1.195, 'vwap': 187.4, 'label': 'March 18, 19', 'changeOverTime': 0.01195}"
328,AAPL,"{'date': '2019-03-15', 'open': 184.85, 'high': 187.33, 'low': 183.74, 'close': 186.12, 'adjClose': 183.22, 'volume': 39042900.0, 'unadjustedVolume': 39042900.0, 'change': 1.27, 'changePercent': 0.687, 'vwap': 185.73, 'label': 'March 15, 19', 'changeOverTime': 0.00687}"
329,AAPL,"{'date': '2019-03-14', 'open': 183.9, 'high': 184.1, 'low': 182.56, 'close': 183.73, 'adjClose': 180.87, 'volume': 23579500.0, 'unadjustedVolume': 23579500.0, 'change': -0.17, 'changePercent': -0.092, 'vwap': 183.46333, 'label': 'March 14, 19', 'changeOverTime': -0.00092}"
330,AAPL,"{'date': '2019-03-13', 'open': 182.25, 'high': 183.3, 'low': 180.92, 'close': 181.71, 'adjClose': 178.88, 'volume': 31032500.0, 'unadjustedVolume': 31032500.0, 'change': -0.54, 'changePercent': -0.296, 'vwap': 181.97667, 'label': 'March 13, 19', 'changeOverTime': -0.00296}"
331,AAPL,"{'date': '2019-03-12', 'open': 180.0, 'high': 182.67, 'low': 179.37, 'close': 180.91, 'adjClose': 178.09, 'volume': 32467600.0, 'unadjustedVolume': 32467600.0, 'change': 0.91, 'changePercent': 0.506, 'vwap': 180.98333, 'label': 'March 12, 19', 'changeOverTime': 0.00506}"
